Author_id,First_Name,Middle_Name,Last_Name
2889,Peter,,McWilliams
2890,Harold,H.,Bloomfield
2891,Melba,,Colgro
2892,Michael,,Broder
2893,Janet,,Luhrs
2894,Barbara,De,Angelis
2895,Blu,,Greenberg
2896,Mary,Ann,Mitchell
2897,Patrick,,Wood
2898,Jari,,Tervo
2899,Primo,,Levi
2900,Stuart,,Woolf
2901,Paul,,Bailey
2902,Jacques,,Prévert
2903,Nick,,Bantock
2904,Mary,,Maruca
2905,Hanif,,Kureishi
2906,Thomas,,Block
2907,Nelson,,Demille
2908,Suzette,Haden,Elgin
2909,M.,J.,Ryan
2910,Miguel,,Ruiz
2911,Cornwell,,Patricia
2912,J.,M.,Coetzee
2913,Alex,,Garland
2914,Joy,,Fielding
2915,Nathaniel,,Philbrick
2916,Bernhard,,Robben
2917,Jude,,Watson
2918,George,,Weinberg
2919,Bstan-Dzin-Rgya-Mtsho,,Bstan-Dzin-Rgya-Mtsho
2920,Donald,S.,Lopez
2921,E.,Donnall Thomas,Jr.
2922,Shena,,Mackay
2923,J.M.,,O'Neill
2924,Terry,,Carr
2925,Penina,Keen,Spinka
2926,Mary,,Renault
2927,Christian,,Bobin
2928,Jean-Dominique,,Bauby
2929,Daniel,,Pennac
2930,Amin,,Maalouf
2931,T.,A.,Barron
2932,Isak,,Dinesen
2933,Janet,,Ahlberg
2934,Allan,,Ahlberg
2935,Joseph,,Finder
2936,Daniel,,McNeill
2937,Master,Lam,Kam-Chuen
2938,George,,Eliot
2939,Erica,,Spindler
2940,Phoebe,,Gloeckner
2941,Stephen,,Dobyns
2942,Anne,,Bishop
2943,Kazuo,,Ishiguro
2944,Lalita,,Tademy
2945,R.,,Forster
2946,Aimee,,Liu
2947,Cathy,,Maxwell
2948,Harvey,,Karp
2949,Barbara,,Bretton
2950,Mike,,Ashley
2951,Victor,,Gischler
2952,Loren,,Estleman
2953,Ben,,Rehder
2954,Ellen,F.,Fitzpatrick
2955,Carl,,Jensen
2956,Project,,Censored
2957,Tom,,Tomorrow
2958,Mitchell,,Stephens
2959,Pete,,Hamill
2960,Dan,,Rather
2961,Matt,,Drudge
2962,Crosland,,Brown
2963,Phillip,M.,Margolin
2964,Marcia,,Muller
2965,Kasey,,Michaels
2966,Bruce,,Robinson
2967,Craig,,Spector
2968,James,,Cameron
2969,Robert,,Fulghum
2970,Susan,H,Okeefe
2971,Joe,,Orton
2972,Uta,,Hagen
2973,Haskel,,Frankel
2974,Stella,,Rodway
2975,Francois,,Mauriac
2976,Josephine,,Carr
2977,Alistair,,MacLean
2978,Peter,,Benchley
2979,J.,D.,Robb
2980,Bob,,Uecker
2981,James,,Blish
2982,Diana,Wynne,Jones
2983,John,(Fire) Lame,Deer
2984,Jim,,Butcher
2985,Lowell,,Bair
2986,Ian,,Fleming
2987,Curt,,Gentry
2988,Anne,,Mccaffrey
2989,E.,L.,Swann
2990,Mark,,Shepherd
2991,Gentry,,Lee
2992,John,,Vornholt
2993,Zelazny,,Zelazny
2994,Robert,,Daley
2995,Catherine,,Jones
2996,Running,,Press
2997,Jared,M.,Diamond
2998,Ian,,Frazier
2999,Edain,,McCoy
3000,John,,Dufresne
3001,Fayrene,,Preston
3002,Rand,,Miller
3003,David,,Wingrove
3004,Pamela,,Norris
3005,Jelloun,,Jelloun
3006,Caela,,Farren
3007,William,E.,Blundell
3008,Andrew,,Delbanco
3009,Marguerite,,Duras
3010,Par,,Lagerkvist
3011,Alexandra,,Dick
3012,Alice,,Kaplan
3013,Jo,Ann,Beard
3014,Dorothea,,Brande
3015,Alexandre,Dumas,PÃ..re
3016,Maxine,,Trottier
3017,Mark,,Bricklin
3018,Derek,,Wilson
3019,Iris,,Gadd
3020,Roger,,Gadd
3021,Dana,Fuller,Ross
3022,Kirsten,,Boie
3023,Gillian,,Butler
3024,Tony,,Hope
3025,Marjorie,L.,Lloyd
3026,David,,Fontana
3027,Mary,,Norton
3028,Beth,,Krush
3029,Joe,,Krush
3030,Yahiya,,Emerick
3031,Michael,,Gannon
3032,Brindley,,Louise
3033,Robin,,Dalton
3034,Kate,,DiCamillo
3035,Felix,,Salten
3036,R.,J.,Pineiro
3037,Colin,,Forbes
3038,Patricia,,Shaw
3039,Anna,Maria,Ortese
3040,Sigrid,,Vagt
3041,Andreas,,Brandhorst
3042,Italo,,Calvino
3043,Oswalt,Von,Nostitz
3044,Paul,C.,Doherty
3045,Frauke,,Biehl
3046,Sevim,,Kabak
3047,Amélie,,Nothomb
3048,Wolfgang,,Kriege
3049,Alastair,,MacNeill
3050,Alastair,,McNeill
3051,Alistair,,MacLea
3052,Alison,,Lurie
3053,Otto,,Bayer
3054,Glenn,,Meade
3055,Wolfgang,,Thon
3056,Allan,,Folsom
3057,Dorit,,Zinn
3058,Petra,,Durst-Benning
3059,Eva,,Maaser
3060,Jaime,,Bayly
3061,Lindy,Arriaga,Diaz
3062,Laurens,Van Der,Post
3063,Barbara,,Mertz
3064,Clara,,Pierre
3065,Gabriele,,Weber-Jaric
3066,Frederik,,Berger
3067,Ruth,,Berger
3068,Peter,,Berling
3069,R.,Conrad,Stein
3070,Susan,R.,Matthews
3071,Kathy,,Tyers
3072,Jerry,,Pournelle
3073,John,F.,Carr
3074,Roland,,Green
3075,James,P.,Hogan
3076,Don,,Wismer
3077,C.,J.,Cherryh
3078,Eric,,Flint
3079,David,,Drake
3080,Phillip,,Margolin
3081,Leonard,,Goldberg
3082,Willie,,Morris
3083,Piers,,Dudgeon
3084,Marion,,Crawford
3085,Josephine,,Cox
3086,Faith,,Addis
3087,F.,Scott,Fitzgerald
3088,Sara,,Backer
3089,Newt,,Scamander
3090,Charles,Vess,(illustrator)
3091,Garth,,Nix
3092,Betty,Lumsden,Milne
3093,Philip,,Plisson
3094,Jan,,Siegel
3095,Washington,,Irving
3096,Cathy,,Guisewite
3097,Charles,M.,Schulz
3098,Susan,,Cooper
3099,Alan,,Cober
3100,Deanne,,Stillman
3101,Laura,,Levine
3102,Graham,C.,Barrett
3103,Rudyard,,Kipling
3104,Don,,Daily
3105,Jim,,Razzi
3106,Chris,,Schnabel
3107,Louisa,M.,Atcott
3108,Gavin,,Rowe
3109,Gina,,Ingoglia
3110,Francese,,Mateu
3111,Carlos,,Collodi
3112,Greg,,Hildebrandt
3113,P.,L.,Whitney
3114,Carolyn,,Mackler
3115,Robin,Jones,Gunn
3116,Debbie,,Macomber
3117,Steve,,Friedman
3118,Jane,,Hissey
3119,Masterson,Elementary,Students
3120,First,Grade,Students
3121,Margaret,,Landon
3122,Julianna,,Baggott
3123,Alex,,Boese
3124,Webb,,Garrison
3125,Megan,,McCafferty
3126,Jill,A.,Davis
3127,Charles,,Purdy
3128,Greg,,Johnson
3129,Jonathan,,Snow
3130,Sylvia,,Thompson
3131,Brooke,,Scudder
3132,Aileen,,Paterson
3133,Molly,,Rice
3134,David,,Ignatius
3135,Allison,,Pearson
3136,Jonathan,,Tropper
3137,Jenny,,Colgan
3138,Cathy,,Hopkins
3139,Melissa,,Miller
3140,Katherine,B.,Chauncey
3141,George,,Foreman
3142,Betty,Crocker,Editors
3143,Grange,Books,Ed
3144,Robert,,Bly
3145,Robert,,Strandquist
3146,Victoria,,Moran
3147,SARK,,SARK
3148,Debrena,Jackson,Gandy
3149,Sally,,Warner
3150,Daniel,,Jones
3151,Kate,,Freiman
3152,Eric,,Carle
3153,Marty,,Becker
3154,Caro,,Caro
3155,Malachy,,McCourt
3156,Stan,,Redding
3157,Frank,W.,Abagnale
3158,Glenna,,McReynolds
3159,Maeve.,,Binchy
3160,Elizabeth,,Lowell
3161,Ben,,Cohen
3162,Jerry,,Greenfield
3163,Nancy,,Stevens
3164,Delinsky,,Delinsky
3165,Teresa,,Medeiros
3166,Daphne,Rose,Kingma
3167,Johanna,,Spyri
3168,Shari,,Lewis
3169,Frances,,Mayes
3170,Robert,,Crais
3171,Susan,,Ludington-Hoe
3172,Susan,K.,Golant
3173,John,D.,MacDonald
3174,Landrum,B.,Shettles
3175,David,M.,Rorvik
3176,Shelley,Austin,Kastner
3177,Frances,H.,Burnett
3178,Robin,,Wells
3179,Lynn,,Erickson
3180,John,E.,Sarno
3181,Trudi,,Pacter
3182,Quinn,T.,Evans
3183,Janelle,,Taylor
3184,Robert,,Tallant
3185,Juan,,Kattan-Ibarra
3186,Shirley,,Hazzard
3187,Felicity,,Trotman
3188,Falcon,,Travis
3189,Chip,,Lovitt
3190,Harriet,,Grey
3191,Bud,,Gardner
3192,Robert,A.,Wilson
3193,Stanley,,Marcus
3194,Owen,,Parry
3195,Michael,,Perry
3196,Chelsea,Quinn,Yarbro
3197,Freeman,,Patterson
3198,Malcolm,,Gladwell
3199,Jiddu,,Krishnamurti
3200,William,,Dalrymple
3201,Paul,,Hoffman
3202,Duncan,J.,Watts
3203,Sarina,,Singh
3204,Michelle,,Coxall
3205,Royina,,Grewal
3206,Inez,McAlister,Faber
3207,Dottie,,McDowell
3208,Josh,,McDowell
3209,David,N.,Weiss
3210,Sally,,Beauman
3211,Paul,,Solotaroff
3212,Peter,,Singer
3213,W.,Y.,Evans-Wentz
3214,Lama,Anagarika,Govinda
3215,Sir,,John
3216,Frank,,Godwin
3217,Henrik,,Ibsen
3218,James,,McFarlane
3219,Jens,,Jens
3220,Margo,,Culley
3221,D.,C. R. A.,Goonetilleke
3222,E.M.,,Forster
3223,John,F.,McGrady
3224,Pat,,Conroy
3225,Norah,,Lofts
3226,Suzanne,Strempek,Shea
3227,Robb,Forman,Dew
3228,Eric,,Nylund
3229,Michael,D.,Warden
3230,Thomas,J.,Stanley
3231,William,D.,Danko
3232,Rosellen,,Brown
3233,R.,K.,Narayan
3234,George,Mackay,Brown
3235,Spike,,Milligan
3236,Thomas,,Paine
3237,Henry,,Collins
3238,John,N.,Davie
3239,David,,Skilton
3240,A.,,Alvarez
3241,A.,J.,Hill
3242,Sharon,,Sala
3243,Peggy,,Moreland
3244,Paula,Detmer,Riggs
3245,Guideposts,,Magazine
3246,Marie,,Watts
3247,Joy,,Darien
3248,Bill,,Richardson
3249,Jill,Conner,Browne
3250,Katherine,,O'Neal
3251,Sherwood,,Anderson
3252,Amy,,Paulsen
3253,(None),,(None)
3254,Julia,,Alvarez
3255,Christopher,,Reich
3256,Mary,,Cantwell
3257,Stefan,,Fatsis
3258,Michael,,Kinsley
3259,Hentoff,,Hentoff
3260,Debbie,,Dadey
3261,Marcia,T.,Jones
3262,Dr.,Charles F.,Stanley
3263,Rick,,Carson
3264,Eth,,Clifford
3265,Caroline,B.,Cooney
3266,Niccolo,,Ammaniti
3267,Jonathan,,Hunt
3268,Walter,Dean,Myers
3269,Chris,,Fabry
3270,Susan,Richards,Shreve
3271,James,,Marshall
3272,Edith,,Nesbit
3273,Robert,L.,Veninga
3274,Janis,,Arnold
3275,Cindy,,Bonner
3276,Hannah,,Crafts
3277,Henry,Louis Gates,Jr.
3278,Jim,,Grimsley
3279,Robert,,Siegel
3280,Onion,,Staff
3281,Richard,,Scarry
3282,Mickey,,Spillane
3283,John,,Knowles
3284,David,,Halberstam
3285,Will,,Ferguson
3286,Ian,,Ferguson
3287,Carol,,Off
3288,George,,Gibian
3289,Louise,,Maude
3290,Aylmer,,Maud
3291,Anthony,,Lane
3292,John,Kennedy,Toole
3293,Walker,,Percy
3294,Richard,,Blow
3295,Lisa,,Beamer
3296,Ken,,Abraham
3297,David,,Suzuki
3298,John,,Connelly
3299,J.M.,,Morris
3300,Sara,,Lewis
3301,Donada,,Peters
3302,Renee,,Renee
3303,Mickey,Zucker,Reichert
3304,Lee,,Hogan
3305,Judith,,Miller
3306,Stephen,,Engelberg
3307,William,,Broad
3308,T.,R.,Pearson
3309,Bill,,Schultheis
3310,Christa,,Worthington
3311,Richard,,Bachman
3312,Wilbur,,Witt
3313,Iain,,Lawrence
3314,Peter,,Wright
3315,Mary,,Stewart
3316,Gore,,Vidal
3317,Molly,,Cochran
3318,Warren,,Murphy
3319,Jim,,Collins
3320,Robert,,Pirsig
3321,Troon,,McAllister
3322,China,,Mieville
3323,Chang-rae,,Lee
3324,Tom,,Bradby
3325,Jimmy,,Breslin
3326,Adam,,Haslett
3327,Victoria,,Price
3328,Lloyd,,Alexander
3329,Annelie,,Ortmanns
3330,D.,E.,Rogers
3331,Douglas,,Robinson
3332,Millenia,,Black
3333,Laurie,,Fox
3334,Wendy,,Northcutt
3335,Martin,,Mull
3336,Allen,,Rucker
3337,Rubin,,Carter
3338,Peter,,Carey
3339,Cinammon,,Burke
3340,Phoebe,,Conn
3341,Rosalind,,Laker
3342,Mary,,McMullen
3343,Anne,L.,Squire-Buresh
3344,Merrill,,Miller
3345,Nancy,,Thayer
3346,Hunter,S.,Thompson
3347,Karen,Scalf,Linamen
3348,Camille,,Cauti
3349,Luther,,Blissett
3350,Helga,,Schneider
3351,Shaun,,Whiteside
3352,Richard,,Craze
3353,Javier,,Cercas
3354,Elisabeth,,Beyer
3355,Aleksandar,,Grujicic
3356,Charlotte,A.,Alexander
3357,Delta,,Burke
3358,Alexis,,Lipsitz
3359,Michael,,Johnston
3360,Christopher,,Pike
3361,Robert,,Simpson
3362,Michael,A.,Martin
3363,Andy,,Mangels
3364,Heather,,Jarman
3365,David,R. George,III
3366,Gabrielle,De,Cuir
3367,Ray,,Garton
3368,Judith,,Reeves-Stevens
3369,Garfield,,Ree
3370,Judith,,Reeves-Steven
3371,Garfield,,Reev
3372,Francis,Scott,Fitzgerald
3373,Jacques,,Tournier
3374,Kate,,McMullan
3375,Jan,,Burke
3376,Ed,,Laing
3377,Michael,A.,Kahn
3378,Christine,,Green
3379,Lewis,,Nordan
3380,William,,Diehl
3381,Julia,,Fenton
3382,Vicki,A.,Brady
3383,Linda,,Dobson
3384,Bob,,Barnes
3385,Marvin,,Allen
3386,Douglas,,Hobbie
3387,Gower,,Gower
3388,Antony,,Sher
3389,Monika,,Elwenspoek
3390,Juan,Ramon,Jimenez
3391,Jack,,Welch
3392,John,A.,Byrne
3393,Conari,,Press
3394,Dawna,,Markova
3395,Andre,Dubus,III
3396,Ria,,Fehlau
3397,New,Line,Productions
3398,Tom,,Shales
3399,James,Andrew,Miller
3400,Charlotte,,Hughes
3401,Robert,,Goldsborough
3402,Jennifer,,Blake
3403,ANNA,,PAVORD
3404,Robin,,Mckinley
3405,S.D.,,Perry
3406,Adam,,McCauley
3407,John,,Straley
3408,Jeff,,Rovin
3409,Julia,,Bell
3410,Paul,,Magrs
3411,Andrew,,Motion
3412,E.,A.,Ellis
3413,NICK,,HORNBY
3414,Robert,,Munsch
3415,Sheila,,McGraw
3416,Robin,,Quivers
3417,Norman,,Maclean
3418,S.,E.,Hinton
3419,John,,Gunther
3420,Richard,,Preston
3421,Lenny,,Flank
3422,Joy,,Adamson
3423,George,,Page
3424,Naguib,,Mahfouz
3425,Tagreid,,Abu-Hassabo
3426,Wei,,Hui
3427,Catherine,,Landis
3428,Amanda,Eyre,Ward
3429,Rachel,,Carson
3430,Linda,,Lear
3431,Tony,,Hawks
3432,Lindsay,,Clarke
3433,Karin,,McQuillan
3434,Amy,,Thomson
3435,Laura,Joh,Rowland
3436,Marjorie,B.,Kellogg
3437,Marjorie,Bradley,Kellogg
3438,Jody,,Lee
3439,Kage,,Baker
3440,David,,Clement-Davies
3441,Rachel,,Pollack
3442,Emily,,Jenkins
3443,Mirika,Mayo,Cornelius
3444,Victor,H.,Krulak
3445,Charles,,Tomlinson
3446,Mary,Ann,Lamanna
3447,Agnes,,Riedmann
3448,Michael,,Drosnin
3449,John,,Searles
3450,Carol,,Grace
3451,Tom,,Stone
3452,Sheri,,Reynolds
3453,Bonnie,,Bluh
3454,Gloria,,Murphy
3455,Pat,,Shipman
3456,Donald,Serrell,Thomas
3457,Benedict,,Freedman
3458,Nancy,,Freedman
3459,Elizabeth,,Berg
3460,Roxana,,Robinson
3461,Willard,,Scott
3462,Bill,,Crider
3463,Laurie,,Graham
3464,Anne,D.,LeClaire
3465,Parnell,,Hall
3466,Catherine,,Anderson
3467,Nikki,,Rivers
3468,Kathleen,,O'Reilly
3469,Judy,,Christenberry
3470,Muriel,,Jensen
3471,Tina,,Leonard
3472,Emma,,Craig
3473,Nancy,,Pearl
3474,Tim,,Winton
3475,Jim,,Fergus
3476,Randall,,Robinson
3477,Jim,,Marrs
3478,Edwin,A.,Abbott
3479,William,Sydney,Porter
3480,Shane,,Weller
3481,Michael,Henry,Heim
3482,Wayne,,Weible
3483,T.C.,,Boyle
3484,Camilo,Jose,Cela
3485,Anthony,,Kerrigan
3486,Jeremy,,Harwood
3487,Simon,,Fielding
3488,Gillian,,Emerson-Robe
3489,Jim,,Underwood
3490,Pearl,,Cleage
3491,Marlo,,Morgan
3492,Gary,,Meier
3493,Gloria,,Meier
3494,Ernest,,Hillen
3495,Deirdre,,Madden
3496,Roger,,Hargreaves
3497,Stella,,Braam
3498,Hartmut,,Bieg
3499,Barbara,,Pierce
3500,Dinah,,Mccall
3501,Bertrice,,Small
3502,Kathy,,Love
3503,Lisa,,Plumley
3504,Cait,,London
3505,Lauren,,Baratz-Logsted
3506,Annie,,Gottlieb
3507,Slobodan,D.,Pesic
3508,Vicki,Lewis,Thompson
3509,Tony,,Johnston
3510,Rene,,Barjavel
3511,Ken,,Munro
3512,Liz,Smith,Parkhurst
3513,Rod,,Lorenz
3514,Thomas,,King
3515,Hansjörg,,Schneider
3516,Botho,,Strauß
3517,Erika,,Burkart
3518,Freya,Von,Moltke
3519,Reinhard,,Delau
3520,Hans-Ludwig,,Böhme
3521,Christina,,Viragh
3522,Jacques,,Wirz
3523,Michael,,Bayer
3524,Norber,,Norber
3525,Linda,Brower,Meeks
3526,Philip,,Heit
3527,Randy,M.,Page
3528,Paul,,Lukas
3529,Fritjof,,Capra
3530,Suanne,,Kelman
3531,John,,Seabrook
3532,Lionel,,Tiger
3533,Hal,,Niedzviecki
3534,Ernest,,Becker
3535,Stig,,Bjorkman
3536,Tim,,Burton
3537,Steve,,Moss
3538,Tim,,Lott
3539,James,M.,Cain
3540,Dashiell,,Hammett
3541,Benjamin,,Anastas
3542,Jose,,Saramago
3543,Giovanni,,Pontiero
3544,Jacob,,Grimm
3545,Wilhelm,,Grimm
3546,Jack,,Zipes
3547,Arthur,,Nersesian
3548,Walter,,Kirn
3549,Roxanne,,Henke
3550,Wendy,Corsi,Staub
3551,Joshua,,Piven
3552,Hugh,Ross,Williamson
3553,Cindy,,Ribarich
3554,Suzanne,,Delzio
3555,Bill,,Lessard
3556,Steve,,Baldwin
3557,Harold,,Schechter
3558,Lesley,,Adkins
3559,Roy,,Adkins
3560,Ian,,Gibson
3561,Jan,,Bondeson
3562,Richard,M.,Stallman
3563,Lawrence,,Lessig
3564,Joshua,,Gay
3565,Lau,,Lau
3566,Vaughn,,Bullard
3567,Kevin,T.,Smith
3568,Michael,C.,Daconta
3569,Mary,,Gentle
3570,Philip,,Hazel
3571,Richard,,Bird
3572,Tim,,O'Brien
3573,Stephen,,Williams
3574,Noel,,Perrin
3575,Marjory,,Wunsch
3576,Natalie,,Angier
3577,Tim,,Folger
3578,Anthony,,Everitt
3579,Chris,,Kreski
3580,Michael,J.,Nelson
3581,Stephen,,Kendrick
3582,Dave,,Mckean
3583,Randall,,Kennedy
3584,Rochelle,,Morton
3585,Jeff,,Kelly
3586,Thomas,,Lynch
3587,Larry,L.,King
3588,Ben,,Macintyre
3589,David,M.,Friedman
3590,Cheryl,,Rilly
3591,David,,Hagberg
3592,Eugenia,,Price
3593,Edward,McNall,Burns
3594,Standish,,Meacham
3595,Robert,E.,Ler
3596,Steven,,Alter
3597,Xavier,,Patier
3598,Jacques,,Serguine
3599,Helge,,Schneider
3600,Don,,Roberts
3601,Michael,,Mojher
3602,Anita,,Desai
3603,Gladys,,Taylor
3604,Jeff,,Burgess
3605,W.,P.,Kinsella
3606,Tor,,Seidler
3607,Vivian,Vande,Velde
3608,Gail,,Bowen
3609,Franz,,Kafka
3610,Sir,Richard Francis,Burton
3611,George,R.R.,Martin
3612,Kathe,,Koja
3613,Doug,,Lansky
3614,Caroline,,Rivolier
3615,S.,,White
3616,Judith,,Krantz
3617,Richard,P.,Henrick
3618,Johanna,,Kingsley
3619,Laurie,,Notaro
3620,Taylor,,Caldwell
3621,Julia,,Cameron
3622,Mark,,Griffin
3623,Theron,,Walker
3624,Elizabeth,,Powers
3625,Amy,,Mandelker
3626,Louise,,Perrotta
3627,Gina,,Fontana
3628,Ferdinand,G.,Mahfood
3629,Sue,Ellen,Cooper
3630,Andrea,,Reekstin
3631,Richard,,Rohr
3632,Joseph,,Martos
3633,Jamaica,,Kincaid
3634,Paul,,Fleischman
3635,Kathryn,,Jacobi
3636,Margot,,Livesey
3637,Cathi,,Hanauer
3638,Margaret,,Moorman
3639,Monica,,Ali
3640,Karen,Joy,Fowler
3641,Micah,,Sparks
3642,Lolly,,Winston
3643,Susan,,Minot
3644,Charlotte,Vale,Allen
3645,Cathy,,Kelly
3646,Eduardo,,Galeano
3647,Janice,,Law
3648,Judith,,Hawkes
3649,James,,Jennings
3650,Jean,,Baudrillard
3651,Julia,,Witwer
3652,Alvin,,Schwartz
3653,Stephen,,Gammell
3654,Melvin,,Burgess
3655,Neale,Donald,Walsch
3656,Janet,,Peery
3657,Robert,,Alexander
3658,Antwone,Q.,Fisher
3659,Mim,E.,Rivas
3660,Fred,,Chappell
3661,Frances,,Park
3662,Caroline,,Gordon
3663,Timothy,,Zahn
3664,O'Cork,,O'Cork
3665,Larry,,Kirk
3666,Gerald,,Scarfe
3667,Steve,,Bell
3668,Mark,,Bryant
3669,Toni,,Goffe
3670,Henrietta,,Stickland
3671,Milan,,Rai
3672,Mandy,,Wagstaff
3673,Jean,,Liedloff
3674,Will,,Self
3675,John,,Lanchester
3676,Morihei,,Ueshiba
3677,John,,Stevens
3678,Steven,,Pressfield
3679,B.B.,,Hiller
3680,Lorrie,,Moore
3681,Ken,,Follett
3682,Bruce,H.,Wilkinson
3683,Marele,,Day
3684,Robin,,Klein
3685,David,,Finn
3686,Cafi,,Cohen
3687,Dorothy,,Moore
3688,Raymond,,Moore
3689,Lucy,Jo,Palladino
3690,Daniel,,Silva
3691,Robert,,Adams
3692,Ken,,Kelly
3693,Harry,,Turtledove
3694,Robert,,Harris
3695,Walter,,Tevis
3696,Walter,Wangerin,Jr.
3697,Nevil,,Shute
3698,Conrad,,Black
3699,Brian,,Aldiss
3700,Jennifer,,Niven
3701,Stephen,,Hawking
3702,Brian,,MacArthur
3703,Richard,A.,Knaak
3704,Joseph,,Stanislaw
3705,Herman,,Wouk
3706,Daniel,,Hood
3707,Gunter,,Böhmer
3708,Britta,,Herz
3709,Thomas,,Finn
3710,Karl-Heinz,,Witzko
3711,Peter,F.,Hamilton
3712,Irene,M.,Pascoe
3713,Amy,Goldman,Koss
3714,Stephanie,,Barron
3715,William,W.,Hewitt
3716,Mircea,,Eliade
3717,John,,Wyndham
3718,William,,Boyd
3719,John,M.,Cohen
3720,Mark,J.,Cohen
3721,D.,G. A.,Whitten
3722,W.G.,,W.G.
3723,W.G.,Moore,Moore
3724,Friedrich,,Nietzsche
3725,R.,J.,Hollingdale
3726,A.R.R.R.,,Roberts
3727,H,Leighton,Steward
3728,Michael,J.H.,Taylor
3729,David,,Mondey
3730,Monique,,Roffey
3731,Peter,,Bleksley
3732,S.Anderson,,Black
3733,Parragon,,Parragon
3734,Better Homes & Gardens,,
3735,Joan,,Lewis
3736,Lynette,,Chil
3737,Brian,,Cole
3738,D.,,Griffith
3739,Tom,,Holland
3740,Bea,,Reiter
3741,Albert,,Bichler
3742,Horst,,Herzig
3743,Tina,,Herzig
3744,Jill,,Remains
3745,Natalie,Zemon,Davis
3746,Nora,,Ephron
3747,Illiad,,Illiad
3748,Bob,,Herbstman
3749,"Illiad""",Frazer,J.D.
3750,Nancy,,Friday
3751,Amanda,,Quick
3752,Gloria,,Steinem
3753,Lisa,,Carey
3754,Joanne,,Rock
3755,Andy,,Rathbone
3756,William,J.,Bennett
3757,Richard,,Parrish
3758,Trevanian,,Trevanian
3759,Alan,,Bullock
3760,Mewa,,Ramgobin
3761,Lou,,Dubose
3762,Legs,,McNeil
3763,Gillian,,McCain
3764,Stephen,,Baker
3765,Jackie,,Geyer
3766,Lynne,,Withey
3767,Flavius,,Josephus
3768,Betty,,Radice
3769,Julian,,Barnes
3770,Kurt,,Wagenseil
3771,Thucydides,,Thucydides
3772,Steven,,Lattimore
3773,Joe,,Klein
3774,Joan,,Didion
3775,Todd,,Gitlin
3776,Steven,,Fraser
3777,Neil,,Postman
3778,Pat,,Robertson
3779,Firoozeh,,Dumas
3780,Rosamunde,,Pilcher
3781,Cathleen,,Schine
3782,Francine,,Prose
3783,William,,Dietrich
3784,Ruby,Jean,Jensen
3785,John,,Derbyshire
3786,Thich,Nhat,Hanh
3787,Peter,,Levitt
3788,Jerry,,Spinelli
3789,Jeffrey,,Hudson
3790,Barbara,,Seranella
3791,Alice,,Blanchard
3792,Tracey,,West
3793,Margaret,,George
3794,Louis,,Begley
3795,Elizabeth,Von,Arnim
3796,Marilyn,,Wallace
3797,Cameron,,Tuttle
3798,Susannah,,Bettag
3799,T.,Jefferson,Parker
3800,Robert,,Morgan
3801,Paul,,Kemprecos
3802,Janet,,Groene
3803,Gordon,,Groene
3804,Eric,,Garcia
3805,Stuart,,Pawson
3806,Robert,J.,Ringer
3807,Gary,,Braver
3808,Stephen,C.,George
3809,Kenneth,Winston,Caine
3810,Men's,,Heal
3811,Steve,,Ettlinger
3812,James,S,Thayer
3813,Kristiana,,Gregory
3814,Abraham,,Verghese
3815,Robin,,Jarvis
3816,Colin,,Dann
3817,Ursula,Moray,Williams
3818,Sarah,,Mlynowski
3819,Michael,,Bergin
3820,Karen,,Templeton
3821,Linda,,Lenhoff
3822,Claire,,Cook
3823,Lauren,,Weisberger
3824,John,,Gray
3825,Silvana,,Klein
3826,Dirk,Van,Gunsteren
3827,Susan,,Sontag
3828,Reinhard,,Kaiser
3829,Peter,K.,Wehrli
3830,Fritz,,Krenn
3831,Tom,,Shachtman
3832,Waris,,Dirie
3833,Cathleen,,Miller
3834,Antoine,,Bello
3835,Claudia,,Kalscheuer
3836,Werner,,Burckhardt
3837,Verena,,Koch
3838,Heike,,Geißler
3839,Klaas,,Huizing
3840,Ingrid,,Noll
3841,Jürgen,,Abel
3842,Daniela,,Huzly
3843,Gregor,,Gysi
3844,Celia,,Fremlin
3845,Marcus,Geiss And Henning,Stegelmann
3846,Risa,,Mickenberg
3847,Joanne,,Dugan
3848,Brian,,Brian
3849,Paul,,Zindel
3850,Alice,,Miller
3851,Philip,,Zaleski
3852,Paul,,Kaufman
3853,Dennis,,Covington
3854,Guido,,Eckert
3855,Siri,,Hustvedt
3856,Georges,,Montforez
3857,Antoine,De,Saint-Exupéry
3858,Higgins,,Clark
3859,Christopher,,Wallace
3860,Kunstmuseum,,Basel
3861,Rolf,,Fjelde
3862,Jerri,,Corgiat
3863,John,,Dalton
3864,Richard,,Matheson
3865,Marjorie,,Hudson
3866,M.,Nelson,Chunder
3867,Karanjit,,Siyan
3868,Chris,,Hare
3869,Wendell,,Odom
3870,Frommer,,Frommer
3871,Mike,,Lupica
3872,Ilya,,Ilf
3873,Eugene,,Petrov
3874,Evgenii,,Petrov
3875,Edward,,Bunker
3876,Yaakov,,Shabtai
3877,Ricarda,,Junge
3878,Bo,,Hampton
3879,Mark,,Kneece
3880,Andrew,H.,Vachss
3881,Catherine,,Millet
3882,Adriana,,Hunter
3883,Albert,,Schwarzenbach
3884,Anne,,Fadiman
3885,Christopher,,Frayling
3886,Edgar,Allan,Poe
3887,Groff,,Conklin
3888,Irv,,Docktor
3889,Calvin,,Tomkins
3890,Betty,,Edwards
3891,Bernard,P.,Chamberlain
