Author_id,ISBN10
4796,2290314889
596,0380709139
618,0380709139
961,0679775439
733,0345272609
733,0345272595
733,0345272587
4797,3499433265
4798,3871340758
4799,3498063618
4800,3423122080
4801,3423122080
4802,3423122080
364,3548252443
1053,3404242327
4803,3746680174
4804,3746680174
4805,3596215226
4806,3518379089
4807,3518373080
4808,3518373080
4809,340460024X
4810,0748702784
1725,3257018959
4811,3257018959
301,0553240633
2604,0786817089
4812,0385334923
1485,0345445856
1093,0743437136
4813,344272872X
4703,344272872X
290,0684841215
971,1587242583
3059,3746616360
4814,0140026177
1014,0449221490
1024,067943335X
181,0670033332
1338,0060520515
635,042513699X
82,0679407715
1356,0747273200
678,015602943X
4815,037570485X
4815,0671686151
635,0345455916
4816,1931081743
4817,1931081743
4818,1932047247
4819,1930586787
963,3401045660
4820,3401045660
990,0156028352
4821,0679733485
4822,0732269199
93,0671877046
4823,0380761599
4824,0446609900
4825,0553281437
1042,0553279025
1043,0553279025
2394,0886773741
4826,0609608924
4827,0812549007
1042,0553276387
1043,0553276387
2394,0886771625
4828,0440223547
2283,0140186484
4829,0140186484
4830,059041691X
4831,059041691X
3265,0590457403
1195,0448095041
1195,044809505X
4832,0380728508
4833,0312916450
4834,0804106576
4835,1886910529
4190,0140818030
4836,0140818030
3210,0061032042
162,0061032042
4837,156647101X
4838,0684825414
655,0385475462
368,0515126098
4839,1888608501
351,0345387651
306,0345384563
4840,0590440152
1066,0553287893
4841,0451628640
4842,1566891051
4843,0883964201
4844,0883964716
4845,1881273628
4846,0785266097
4847,1883013852
4848,1883013852
4849,1883013860
4850,1883013860
907,0425067866
4851,0812092007
4025,1586602241
4852,0736905324
4853,0393047229
4854,0061073628
4855,0688140475
4856,0609808400
4857,0609808400
4858,0609808400
4853,0743200330
4859,0743200330
4860,1931402213
4861,0966723724
4862,0875730701
4863,0875730701
4864,0972208607
4865,1884800394
4866,0971971501
4867,0397320426
3678,0553580531
4868,042517364X
2749,0451160193
1396,0679402292
4869,0811801020
574,0679433023
4870,0679446672
963,0553212036
1554,0679463321
40,0679444815
40,0394589424
4871,0465072836
218,0486268705
182,0486268705
2600,0486275477
1187,0399145796
397,0140714545
4873,0140714545
4874,0140714545
4875,0072546409
55,0060921145
4876,1841763101
4877,1841763101
4876,1855329816
4878,1855329816
4876,184176311X
4877,184176311X
4879,085045512X
4880,085045512X
4881,0007137508
351,037540290X
4882,037540290X
238,0553241729
4883,0517883864
3346,0446313939
4884,0446313939
368,0671680781
4885,1592869629
1250,0800782194
4886,0821761196
4887,0061084719
4888,1551661594
4889,0515120340
631,0821761730
820,0812507428
819,0812507428
60,0425121259
1326,0061030430
4890,0840757239
4891,0553138014
4892,1586481614
242,0553572210
238,0553288342
4893,1575668475
143,0743467523
890,0312950489
150,014012389X
4894,014012389X
4895,0804106274
4896,038548755X
4897,038548755X
1785,0446353205
4620,0553208225
4898,0770103936
4899,0373970021
2627,042516019X
484,0446357405
3893,0340223030
4900,067180913X
4901,067167269X
4902,0722150954
4903,1552780724
1453,0440223822
1119,042509586X
1119,0441090729
1119,0425097226
4904,0446675962
4905,0312867395
325,0345300807
153,0446517984
4245,006464801X
369,0373834284
543,0440224853
159,0345404114
4906,074723003X
4906,0747230293
4907,0553579193
4908,0471407380
4909,0060984422
4910,0553567152
4911,0451211014
4910,0553283502
3265,0440219817
4910,0553570870
4912,0786813709
129,0446361739
815,0141007338
4913,0002261529
4914,0007110928
4381,0375760393
1299,0440467012
907,0425129586
4915,0373168284
977,0679745130
4726,0375502815
2341,0590483803
373,0671027662
4916,1580081231
4917,0452279089
4918,0452279089
4919,0316779075
4920,0316779075
4921,0399523308
4922,020162690X
4921,0671021761
4923,0915473569
4924,0553580744
4925,0553580744
4926,0553580744
4927,0553580744
4928,0451171071
4929,0671620495
4930,0688151078
907,042513024X
4931,1558321160
4932,0446530239
4933,3492256341
1087,0805067140
285,3518383973
4934,3518383973
256,0552133256
2008,227724113X
4935,0156011603
931,0345335058
177,0671742515
4936,190288132X
4937,190288132X
1210,0446357200
3087,0451526643
4135,0451526643
4938,0316198951
4939,0312244991
4940,0312244991
4941,0312244991
3972,0375706143
4942,0953327523
4943,0451149173
3483,0140065504
4944,0140065504
1617,0679759328
963,0440447674
1554,0345427637
1306,055321263X
412,0449213765
412,0446314986
57,0553213105
4945,0786703229
4946,0446674168
4947,0671602543
2170,0451199979
1978,0451521072
4425,0446675369
281,0440466091
4948,0440416027
2819,0380012057
4949,0385474547
2068,1573220531
1215,0671020293
4950,0595259677
2694,0860074382
4951,0140386084
177,0330267388
4952,1896764096
4953,1896764096
612,0679426140
1230,0671042572
4954,0812990323
4955,0930452933
4956,0930452933
4957,081269421X
4958,0385487398
4959,0609608096
4960,0609608096
4961,0312141475
3230,0743420373
3231,0743420373
3643,0099287927
4962,1558184023
4963,0684869748
3491,3442448794
2540,3442448794
4964,0689832923
4965,0590640860
1285,0060937688
1025,0440219760
4966,0553371843
4967,0916773191
4968,0916773191
1397,0679736662
64,0451209907
4969,0312954166
1014,0449221512
4970,0451409647
4971,0375707093
4972,0399149783
116,0525946284
64,0385318073
1627,0061013315
1256,1400031362
2287,0804107386
86,0140435530
4973,0140435530
4974,007212170X
4975,0307120848
4976,0307120848
3097,0689846088
4977,0689846088
36,0689842708
4978,0689842708
4979,0786846461
4980,0671038311
4981,0671038311
4982,0140381538
4983,0064472612
4984,0743400771
2724,0849959306
4985,0849959306
1014,0449223612
4986,0380818817
4987,0060959940
4988,0425181863
635,0439443857
4989,0061031127
4990,0824511743
4991,0875963021
4992,0399526005
4993,0399526005
4994,044020352X
3857,0156012197
4995,0156012197
536,0449221180
4996,3423703040
2569,3423703040
4997,0425179206
1002,0553107755
270,1853260150
1707,1853262390
270,0140010211
1784,0393314804
4998,1591291666
4999,0843944331
889,0440403782
2127,0312168748
5000,0590897543
5001,0425155463
5002,0312266065
5003,0843952008
5004,0385261756
3368,0671014021
5005,0671014021
5006,0393093247
5007,0812549325
281,0439101360
438,0439101360
2003,038073186X
5008,0140621598
61,0440195934
5009,088038722X
5010,088038722X
5011,0844295582
632,0140314202
1756,0440998050
5012,0439319137
3037,0330352091
5013,0140014845
1579,0060269928
4910,0553299328
5014,0743464672
5015,155874424X
4501,155874424X
2815,2070414574
5016,1853262803
274,014032870X
5017,014032870X
5018,0345396669
5019,0316181358
1264,0385468709
5020,0385422938
5021,0060165979
5022,038542194X
3800,1565122968
5023,0486280594
5024,0843114797
612,0804115613
5025,0375724958
5025,067973855X
5025,0679771832
733,0345340426
96,0679745203
468,0679777482
468,0679777474
468,0679777466
468,0679777458
351,0345449347
5026,0879100362
5027,0879100362
5028,0312252927
5028,0312266510
5029,0151005346
1045,0151005346
1269,0156006391
5030,0156006391
468,067977744X
3542,0156005204
3543,0156005204
3542,0156006243
3543,0156006243
3542,0156010593
5031,0156010593
461,0375701907
3542,0156004011
3543,0156004011
1269,0679777547
5030,0679777547
351,034543479X
1788,0345396456
427,1853262714
3289,1853262714
5032,1853262714
5033,1853262714
5034,0888012055
5034,0773759697
5035,1895837618
780,0375705198
5036,1550548166
5037,0385720327
5038,0385720327
5039,0747545634
5040,0374521956
5041,0889951926
367,0449910830
5042,0771079567
5043,0571212212
5044,0671439162
5045,0345419073
5046,0590419447
5047,0425166090
5048,0440227011
5049,067188784X
5050,0671041657
5051,0894808249
5052,0590475363
645,044021873X
5053,0449223345
5054,0764227890
5055,0060244151
5056,0060244151
5057,0684829223
5058,1573060313
5059,0881337269
5060,0881337269
3360,0671872648
5061,0375758585
5062,0061013579
5063,0061013579
5064,0061013579
3173,0449223833
5065,0394520939
5066,0394583256
1988,0316592382
5067,0439372941
748,0439372941
563,039913543X
152,0517092816
574,0679412956
26,0394423291
552,0688156142
60,0399137734
3705,0316955191
337,0515123498
2771,0439139600
1826,0439139600
735,0670894370
1187,0441007554
5068,1555910807
5069,0553271105
2857,0385495641
735,0670031208
5070,0670031208
580,0525246606
5071,1880238667
5072,1880238667
5073,0822315890
5074,0140100032
5075,0684870673
3407,093914994X
956,0552143774
5076,0886193540
5077,0142004278
5078,0451192036
5079,0451192036
5080,0451192036
5081,0310217598
5081,031021758X
5082,1568654782
916,0140434186
5083,0140434186
218,0141182458
5084,0595140459
5085,0913559482
1700,0517189186
4493,0374148570
150,9681336089
5086,0375700668
614,0743204239
860,0192833863
5087,0192833863
5088,067931041X
5089,0805041508
5090,0380977702
5091,096774590X
4932,0446531480
1145,3442353971
5092,3442353971
891,0451207645
5093,0316092738
5094,0316092738
5095,0743428188
2569,0590598856
5096,0061000078
1215,0671670689
247,0449000869
129,0446605581
2225,0441694543
5097,044640344X
5098,1572972181
3380,0345395069
5099,0425148343
5100,0515117552
5101,042514545X
5102,0553298836
5099,0425156729
5102,042516988X
5099,0380794772
1212,0671011375
5103,0515124796
3913,0515126489
461,0679753826
5104,0380974282
5105,0684196778
62,0399142851
62,0399146253
130,0316693294
5106,0892964111
1999,0671042742
5107,0385480385
938,0385488424
327,0553096834
3796,0425130746
2656,0553102133
1740,0345391330
50,0345334019
5108,055356966X
554,0553574663
4445,0451180054
1499,0812590554
5109,055357924X
5110,0061093920
5111,0671898779
1145,0812571991
1332,0451199650
5112,0451197429
1877,0553102346
563,0399146504
5113,0312143648
565,0553099590
645,038530000X
5114,3499233312
5115,0140620508
5116,0140620508
5117,1895565545
90,0416469604
5118,1841120685
5119,1841120685
5120,1841120685
5121,1841120685
4795,0044402449
5122,0749425628
5123,0749425628
5124,0273622218
5125,0751530328
57,0140431020
282,0140431020
5126,0749418222
5127,0241141095
1138,0450547434
5128,0340766638
412,0860680649
5129,0140040021
699,2253098183
5130,0312997159
2036,0786890061
414,0553279378
5131,0440209986
4474,0380788640
4474,0380788632
4474,0380717581
5132,0684826143
5133,1551666987
2046,0425176037
5134,0156013126
5135,0156013126
5136,0446610941
146,0425083837
2012,0425135721
5137,0515130540
2182,0515090654
565,0553292722
346,0380721643
346,0425183750
2964,0445408502
5138,0553270486
914,0380798573
464,0452282268
5139,0786867787
5140,0307001253
5141,0590484133
5142,0590484133
5143,067982412X
5144,067982412X
5145,0373227272
5146,0373872410
3360,0671550578
3360,0671550764
5147,0373226918
5148,0761118691
5149,0671680080
5150,0671680080
2543,0671680080
40,0345354621
177,0671442686
177,0671525808
1102,0671684027
5151,0671701304
5152,0380773066
266,0812516214
5153,0446602299
5154,0446602299
5155,0312954115
5156,0671742493
335,0451511328
397,0671441515
5157,0867211725
5158,0867211725
5159,0140111891
5160,0140111891
5161,0061054143
2978,0449220893
5162,0064420485
5163,0064420485
5164,0590939351
5165,078688214X
5166,078688214X
5167,078688214X
5168,0446391301
77,0743233026
5169,3442722403
5170,3442722403
5171,3442720117
5172,3442720117
502,0140621873
152,0060119071
5173,0875963234
3808,0875963234
4850,0875963234
5174,0449911462
2889,0931580587
5175,0312123337
5176,0965603695
3806,0068596022
5177,0068596022
5178,0066620732
5179,0066620732
5180,0525446052
5181,0525446052
5182,0440417449
5183,0440417449
5184,970651452X
5185,0613282728
5186,0802130119
5187,0802130119
645,0440224705
1433,0312983867
1491,045120994X
1485,0345459202
2978,0312955731
1002,0553205803
342,0553541633
666,0684800713
721,1566840287
2110,0062500260
5188,0380793229
5189,0345304659
5190,0786888083
5189,0345344464
822,0374115540
5191,0374115540
2806,0671718436
666,0684163268
1256,1400031346
5192,0754101495
634,0446524131
5193,0446524131
10,0446612626
5194,1565076613
5195,1565076613
5196,1565076613
5197,1565076613
136,0316781142
730,0609801279
5198,3257230915
5199,2035877393
5200,2290301531
2456,2070374874
5201,2070374874
1338,0060008024
5202,3442725577
5203,3442725577
3913,051511264X
5204,0425052028
5205,0425052028
177,0330491199
5206,0373709323
5207,0373710062
2755,0782141676
5208,0399526609
574,0345389417
146,0425147584
1884,0451177037
5209,0373710291
5210,0451406079
1498,0373471564
1829,0373710267
5211,037370870X
1823,0373709307
1829,0373708726
5212,0373710283
920,0373710054
1823,0373710356
5213,037371002X
5214,0373710259
5215,0373710275
3917,0373484380
5216,0373484380
5217,0373484380
5218,0795151314
5219,0940863332
5220,1565924975
143,0684853523
5221,0060193395
5222,0060193395
484,0446363669
5223,0373471645
1829,0373710208
5224,0373710186
3116,0373484518
5225,0373484518
5226,0373484518
5227,0373710216
1823,0373710070
433,0345339495
1215,0671525433
2314,0060675357
2505,0345302575
4731,0812571231
606,0812571231
5228,0345386868
5229,0151002444
5230,0151002444
5231,0312152000
3334,0452283442
598,0440918022
5232,1853260274
5233,081254949X
574,0345404319
1697,0671721887
1215,0671682830
188,0688086888
188,0312864663
5234,0312864663
3360,0812510488
5235,0345441494
5236,0609609017
2930,2253041939
5237,2020326450
5238,0671015583
5239,0140248943
5240,1894770099
5241,1894770099
5242,0571057063
2912,0670887315
907,0425098451
3644,0804105138
5243,0671664921
5244,0938665650
1165,0553572245
1388,0373834756
5245,0373834756
5246,0373834756
0,1568652895
4201,0786885912
5247,0307101479
152,0061000299
914,0380731207
5248,1550130684
5249,0471142425
4316,0440413281
4769,0345432479
5097,0446609560
1733,0449912108
5250,0531150011
463,067940712X
5251,1896300421
224,188259312X
1227,0609810030
1494,0670894699
5252,0452283086
2991,0553573292
5253,0553573292
5254,0448168278
5255,0679810528
5256,0679810528
152,0061000035
1726,038081093X
200,2910188132
5257,0684867974
578,0060924349
5258,0373289170
744,0671627759
232,0440225116
744,0316171638
232,0440214009
5259,342312203X
351,3257211945
5260,3257211945
1002,3499156717
5261,3499156717
222,3442448387
2488,3257231008
2488,0330346261
5262,0671743481
3079,067187876X
274,0140320431
5017,0140320431
5263,0743471520
1181,044166251X
5264,0713724048
5265,0006727492
1756,0440999197
5266,0471062189
5267,0471062189
5268,0375758453
5269,0843950552
3663,0553560719
143,0451168615
5270,0028617363
1966,0886779146
5271,0886779146
2514,0886779146
1367,0385334206
1816,0671027492
1817,0671027492
950,1853260010
4765,0449220605
5272,0553379267
57,1853260002
1520,1853260614
1329,0553560735
1816,0671027506
1817,0671027506
1816,0671024345
1817,0671024345
5273,0345384229
5274,0345384229
4795,0345384229
580,0449006883
4711,0060952822
5275,0553106651
5276,0671025538
93,0345413997
1306,1853260444
1306,1853260770
3864,0312863853
5277,0312863853
5278,0671026291
60,0425099334
5279,3442541425
2605,3442541425
150,067972205X
5280,067972205X
2008,0446912069
5281,0802112803
4191,0399135847
5282,0813517508
2151,067978148X
5283,0871135701
5284,1551667479
3226,0671027115
5285,0671785141
5286,006000777X
77,0671891650
5287,0671891650
219,0060391022
5288,1577330080
3925,0786711035
5289,0618263276
143,0684853507
5290,0385492235
2634,0761516735
5291,0060931353
5292,0345407083
5293,1570671222
5294,080213338X
5295,0722513585
5296,0385488947
5297,0446522422
5298,0446522384
5299,0345380673
5300,0446524182
553,0670865796
5301,0525241604
5302,0399146296
5303,031230238X
5304,0312859589
5305,0802139566
5306,0805042156
5307,155870275X
641,006019295X
423,0385484003
488,0060185716
5308,0517163128
5309,0671521004
5310,1401300065
488,0061031542
5311,0618197338
1988,0618197338
2183,0399237232
130,0316603570
738,0316603570
3435,0312318898
1433,0312289723
5312,0671659154
1095,0553801945
5313,0811828301
945,0765347156
5314,0740713949
5315,0836269195
5316,0836269195
250,0060745908
1014,0425192725
1095,0553579525
485,0380792745
488,0688167829
945,0812517024
184,0399146652
5317,006056198X
974,0553573985
2372,0312065647
2233,0312065647
5318,0312065647
2545,0671578448
5319,0671042831
4502,0312199406
3395,0393046974
5320,0312968884
2394,0756401356
868,0671656155
5321,0968288308
761,0808514121
5322,0345450698
82,0375412530
5323,0969799152
5324,0969799152
5325,0969799152
5326,0969799152
5327,0696218364
1098,0787123730
1680,1565115430
5328,1565115430
5329,1565115430
5330,1565115430
1100,1574533525
5331,0140285679
5332,0824518977
3080,0553569031
153,1558008764
3224,0553472704
5333,0553472704
1396,1559273909
5334,1559273909
155,1402511787
5335,1402511787
5336,0671779664
5337,0671779664
224,0804114609
5338,0743249275
5339,0743249275
224,0345438825
207,0380868768
146,039915079X
181,0670894508
5341,0312983743
553,069452526X
234,0385729340
3292,0517122707
4815,0679463135
5342,0375508716
5343,089281859X
2560,075284332X
5344,9724115380
5345,0451450523
5346,0752801716
559,0330331973
5347,0006510019
5347,058621089X
5348,0864423705
5349,4770016964
5350,4770016964
1533,0586045449
5351,0586200967
5352,0441132448
906,0553212427
906,0553212419
309,0553577778
5353,0671037307
5353,0671037293
5353,0671037285
1433,031298328X
3400,031298328X
132,0451205626
2824,0380802937
2590,0446606456
238,0449223043
238,0553284118
2824,0380802929
374,0446364622
139,0140060898
1755,0671737791
1576,0684826127
578,0060920335
4693,0345423135
2405,1556613105
1492,0373483937
735,0142002585
5070,0142002585
5354,0425068145
5355,0891079149
5356,068482440X
3160,0373484488
1492,0373484488
5357,0373484488
5358,0764220314
5359,0684800993
571,0451082028
5360,0802726224
5361,0156002078
5362,0764223666
5363,156476706X
5364,0800757181
5082,1556618662
917,0891073906
5365,187895105X
369,0373218125
485,0380728133
5366,1586420429
221,0060932147
226,0375724389
540,0375422412
5082,0764223291
82,0449003981
495,037570924X
5367,0812930088
5368,0812930088
3459,0345435168
5369,0786886323
4102,0747541604
5370,0840775717
1868,0061009482
552,0380730847
4578,0373243820
5371,0373164394
5372,0345441265
304,1573227528
5373,038078954X
2824,0380819635
64,0440221595
5374,0316782475
1938,0525947299
5375,0140115773
5376,0060198184
5377,0878332928
3334,0525947736
367,0804119430
5378,0618118810
2998,0618118810
330,0449906515
1283,0671038443
5379,0786884649
5379,0786865539
1982,0553263811
1747,1857988884
5380,0747256675
3160,0380767643
956,0440222656
3973,0380569035
3160,0380767635
5381,0380711982
1946,0380711982
5382,0312904568
4126,0452282063
5383,0192833170
5384,0192833170
1273,0140189351
1233,0140189351
5385,0671622021
3087,0486289990
5386,0525468633
4521,0441000150
606,0671878662
823,0070064547
5387,0897331222
5388,1557736022
252,044022392X
4733,0446605913
377,0553254642
218,0553213806
5389,0553213806
501,0451410025
247,0804118558
5390,0380808641
5388,1557735417
5127,0385722109
5391,1931166196
5392,0947782753
574,0679433015
574,0394587863
5393,0517150646
2780,0440136482
2781,0440136482
5394,0440136482
5395,0867163968
5396,0867163968
5397,0867163968
5398,0883781042
5399,0913866156
5400,0094717907
5401,1887161120
5401,0385188579
5401,0451196805
5401,0385132786
5401,0671632949
5402,0767901576
5403,0316899984
5404,3423130180
5405,0671820478
5406,0843947888
412,0385471106
1680,014029628X
5407,3473581534
5408,3473581534
5409,3473581534
966,0590425919
5410,0394719557
5411,0441478123
5412,006019393X
1215,0743428668
162,1568650426
5413,1571742859
5414,3462030426
290,3596125723
893,006097141X
5415,0380974487
200,325706277X
201,325706277X
5416,0517703491
161,0739412930
5417,0739413279
110,0821749889
5418,0373970196
5419,0553563734
1197,0515129224
1197,0671676237
1117,0553801813
2007,0380016974
5420,0380809087
5421,0609805509
3999,0886778158
3999,0886778166
4456,0671025945
5422,0441009077
5423,0375509089
2169,0449005844
554,044922046X
2202,0671877836
2202,0671876813
1119,0441090435
1538,0425181685
1697,0743435583
1197,0515130923
5424,055357762X
2277,0380802325
5425,0425173356
554,0553572040
2202,0671721631
1538,0345435273
2007,0380814803
5426,0399149678
5427,0671035460
3116,0778320286
3466,0451212169
1755,0671871005
3116,0373218877
5428,0755308530
5429,0451188713
5430,0974087203
64,0316095133
5431,1573221597
5432,1573221597
262,0064472272
5433,0440224748
5434,3492229352
5435,0140446745
5436,0140446745
5437,0140446745
5438,0486285537
3609,0805210555
5439,0805210555
1733,0805210555
5440,0451628047
5441,0451628047
284,0689839618
5442,0689839618
1160,0670878073
5443,0440114330
2304,0061059323
5444,0061059323
5445,0764228943
5446,0764228943
5082,0764228072
0,0880384433
532,0515128600
458,0553583980
369,0515121843
5447,0553560220
5448,3423130148
1180,0312872372
5449,0071364498
5450,0071364498
916,0486292568
5451,0312952716
5452,0446357928
5453,0375714529
335,0451527712
5454,0451527712
5455,1565049489
5456,0486270734
5457,1888054069
5458,087542001X
5459,0671474308
5460,0345432223
5461,0876544766
5462,019283097X
5463,019283097X
5464,0831705183
57,0451525892
282,0451525892
5465,0446391360
4711,0060965819
5466,0385044011
5467,0451520955
5468,0446373559
5469,0883657147
2714,0671039415
5470,0156612062
5471,0156612062
5472,0156612062
5473,0517692007
5474,0679603301
1204,0312130279
5475,0847813754
5476,0140441034
5477,0140441034
1598,0140443215
5477,0140443215
5478,0140443215
4355,0871567865
5479,0871567865
5480,0375501517
5481,0679410341
146,0399147837
5482,0399147837
189,0553354779
2182,051511331X
1014,0399147195
1433,0312265840
61,0743206029
2250,038080025X
369,0515136263
5483,0425157784
5109,0553579312
346,0380725827
346,0380728265
61,0684835959
5484,0786884592
5485,0786884592
5486,0312958358
136,0316780375
128,0446611948
5487,067151699X
5488,0452280958
5489,078601525X
143,0452279607
143,0670272663
143,0670451932
1997,0849911788
559,0333568745
2657,067943612X
143,0743436210
5490,0061098280
5491,0061098280
1938,0440236738
5492,0449902803
146,0399138250
2969,0804105820
1876,0671864416
5494,0671864416
5495,0671864416
5496,0553370715
5497,0201101904
5498,0671536214
5499,0440224721
176,0446604844
132,0061044490
1884,0451204514
5499,0440220696
5500,0449230643
5501,0380564998
5502,0671570072
1042,0880382651
5503,0880382651
5504,0802730981
1197,1551665557
972,1551668610
552,0380817691
565,0553582526
1212,0684859734
2770,0345426037
2769,0671887971
5505,0345401964
1754,0312983387
5506,055337396X
5507,006104055X
116,0451173139
62,0671038567
1629,0451152190
181,0141000198
1396,067976268X
5508,0425188213
2576,0425192121
5509,0451184785
554,055309999X
56,0380804743
5510,0679734163
1872,006000469X
554,0553578316
56,0380770334
498,0743225325
5511,0446365386
5512,0804111634
5512,0804111626
5513,1930722109
883,055321330X
1085,055321330X
5514,006091341X
129,0446519804
129,0446527017
337,0399148450
2080,0451201515
2082,0451201515
990,0671727796
5515,0440194253
1327,0446523372
1328,0446523372
5516,0743456378
3260,0439043999
3261,0439043999
5517,0439043999
3260,0590481150
3261,0590481150
5518,0590481150
2600,0812504798
5519,0440009782
5520,1565540387
5521,0440229464
5522,0064440257
5523,0064440257
256,0061020702
5524,0425130223
143,0451161351
256,0061057649
60,0425100650
5525,0689845936
5526,0440202086
5527,0140060324
5528,0091841844
5529,190085032X
5530,190085032X
1356,0440509238
369,0373218036
2929,2070725804
5531,0349113858
2532,0671047329
5532,0451451155
5532,0061056219
5532,0451453328
5532,0451451384
5532,0451451562
5532,0451451805
5533,0399217797
5534,0785812245
5535,0785812245
5536,1558747575
5537,0395311292
5538,034542705X
5539,0312860374
2007,0380762595
2007,0380774933
3780,0440202507
1197,0515131741
1197,0515136182
1794,0515136948
2170,0451206428
2824,0380790890
1093,0743477081
915,0380752131
583,0345388593
3780,044020254X
2169,0515135453
1360,0380812037
1117,0553581872
5540,0380818647
3751,0553583395
1117,055358619X
532,0515125628
2748,0553565249
161,055357695X
1197,0671019619
1197,0446363731
1197,0671019651
1197,0671523074
1629,0553572326
2988,0061059838
5541,0061059838
5542,0061059838
62,0425172546
5543,074347628X
1117,0553586181
744,0061094609
5544,0486273776
5545,0931432901
5546,0060256257
834,0060256257
690,0679427279
5547,055357809X
2914,0380711524
5548,0553261509
374,0446341991
2469,0140113428
5549,0821713000
940,006101009X
940,0061092533
5550,0449211886
1429,0590466194
5551,0811827631
989,0140068767
1266,0553278398
1266,0345308980
143,0743235150
5552,2867448999
1553,0515104191
1892,0441885691
5553,0451628039
761,0140177396
5554,1570624380
57,0760700435
5555,048627084X
5556,048627084X
5557,0802713823
5558,051718608X
5559,051718608X
1978,0486278166
57,0140373373
5560,0140373373
401,0486408787
182,0486408787
553,0451186923
143,0451184114
484,0446356573
1841,155166545X
1014,0553280341
1014,0553280368
574,067942573X
3864,0812570944
1954,078688939X
143,0451176464
5561,0671894455
143,0451186362
5562,1570431108
5563,1570431108
5564,0451405692
130,0446607657
5112,0446611662
5565,0140067841
5566,1878379992
5567,0892811706
5568,0684150700
5569,0517463008
2283,081120457X
5570,081120457X
5571,0395120985
5572,0910395039
2127,0312901437
397,0553212923
5573,0553212923
5574,0553212923
40,0345354613
5575,0967231434
129,0553104039
5576,038532748X
1235,0380713802
57,0140430725
5577,0140430725
5578,0345356640
3079,0812513401
5579,0940685590
4916,0898159318
5580,0671319825
5581,0451456491
5581,0451450957
5581,0451454359
2308,067187747X
1187,0441569595
5582,0843948302
5583,1573229105
3126,0375505148
4287,0345291409
146,0425147363
877,0425147363
3408,0425147363
5584,0671731424
204,034068948X
687,0449238083
5585,0747204233
490,0385333919
536,0449001245
330,0449001245
5586,0449001245
1097,0061099570
5587,0061099570
5588,0936552034
5589,0375750002
2695,0425165582
1338,0380820293
1266,0451141296
2514,0451141296
5590,0451141296
5591,0312980205
972,0743467345
799,0679889175
799,0679801111
5592,0871236575
5593,1410729435
179,0395775396
5594,0743434021
5595,0440164125
5596,0515116297
1499,0812550765
5597,0888011091
5598,0425183653
5599,0373765703
3468,037369167X
5600,0373250134
2588,0446363162
3470,0373153279
1492,0373153260
5601,0345375556
2702,1573221082
3087,068480154X
57,0140430059
5602,0140430059
1629,0553569619
5603,0770104274
5604,0451172825
130,0446613843
738,0446613843
119,0679436448
301,0553580930
5605,1558216847
5606,0590313185
5607,0590313185
5608,0590313185
5609,0590462253
5610,0590462253
1283,0671024094
5611,1565070054
5611,1565070461
5612,1556618646
5445,1556618646
5612,1556618638
5445,1556618638
5612,155661862X
5445,155661862X
5611,0890819696
5611,1565071298
5613,1556618409
5613,1556618395
5614,0849942357
5614,0849937221
5614,0849917069
5614,0849917050
5615,0373691580
1006,0385249683
5616,0060975849
3260,059043411X
3261,059043411X
3792,0439172187
5617,0590978802
4223,0439051630
5618,0439051630
5619,0439160200
5620,0439160219
5621,0439160219
5622,068482292X
5623,0393308189
5624,0446676136
5625,0446676136
5626,0345394658
5626,0345301110
5627,068485287X
2670,0140450181
5628,0140450181
2670,014045022X
5628,014045022X
5629,014045022X
1433,0312980140
403,0553211951
274,0141301155
90,0525934960
2573,0140189645
5630,0140189645
5631,0877790388
5632,0771065175
397,0451521293
1011,0385324138
5633,0679436332
283,0452277507
5634,0452277507
5635,0764222295
5592,0764222295
2725,0140327738
5636,0140367624
5637,0140367624
5636,0140367462
5638,0140367462
5592,0764221396
5592,076422400X
5592,0764225553
5635,0764222473
5592,0764222473
5635,0764221760
5592,0764221760
1011,044022425X
5592,0764221612
5592,0764221566
1011,0440217563
1011,0385319959
5639,0773674187
5640,0773674187
5592,1556619510
176,0446611778
2454,1853260363
5641,0006374093
1085,0374525188
2345,0749385359
3609,0099428644
2597,0349111367
5642,0747273146
5643,034910901X
5644,0330244078
5645,0571216420
5646,0312974620
5647,0312974620
5648,0304357278
5649,0471293334
5650,0471293334
5651,1842223739
5652,0714530387
5653,0679735291
5654,0140250328
5655,1591092744
2806,3442540356
5656,0671447483
5657,0671447483
221,2070741354
138,0345385977
5658,0373441762
5659,0373441800
5600,0373250479
109,0312303467
5660,0671693190
219,0670891509
5661,0312988915
518,0312988915
1100,014023313X
5662,097213011X
5663,097213011X
563,0425141233
1321,0812966813
1245,0671016776
5664,0923059008
1031,0373250428
476,0345470621
5665,0060522259
1731,0312205961
4436,0743418700
1731,0399143564
1731,0399144684
4436,0425185508
4436,0140230270
5666,0140266925
1938,0525947914
1629,0345452593
18,0757300421
19,0757300421
5667,0757300421
5668,0757300421
5669,076791404X
5670,0060586125
5671,0440220432
138,0446326062
2028,0671733613
1938,0440225442
5672,0575403306
5673,0375759093
5674,0590137859
912,0590137859
5675,0590137859
5676,0786845384
5677,0786845406
5678,0064442055
5679,0064442055
5678,0064440192
5680,0064440192
2242,0590470051
2714,0553480545
4681,0590417363
4417,0590442481
2240,0590440829
1195,0671879464
2714,0553484001
1966,0590373986
1195,0671879510
2714,0553480553
